,id,Nombre,Descubridor(es),Fecha,Observatorio o Sitio de observación
886,887,Alinda,M. F. Wolf,3 de enero de 1918,Observatorio de Heidelberg-Königstuhl
887,888,Parysatis,M. F. Wolf,2 de febrero de 1918,Observatorio de Heidelberg-Königstuhl
888,889,Erynia,M. F. Wolf,5 de marzo de 1918,Observatorio de Heidelberg-Königstuhl
889,890,Waltraut,M. F. Wolf,11 de marzo de 1918,Observatorio de Heidelberg-Königstuhl
890,891,Gunhild,M. F. Wolf,17 de mayo de 1918,Observatorio de Heidelberg-Königstuhl
891,892,Seeligeria,M. F. Wolf,31 de mayo de 1918,Observatorio de Heidelberg-Königstuhl
892,893,Leopoldina,M. F. Wolf,31 de mayo de 1918,Observatorio de Heidelberg-Königstuhl
893,894,Erda,M. F. Wolf,4 de junio de 1918,Observatorio de Heidelberg-Königstuhl
894,895,Helio,M. F. Wolf,11 de julio de 1918,Observatorio de Heidelberg-Königstuhl
895,896,Sphinx,M. F. Wolf,1 de agosto de 1918,Observatorio de Heidelberg-Königstuhl
896,897,Lysistrata,M. F. Wolf,3 de agosto de 1918,Observatorio de Heidelberg-Königstuhl
897,898,Hildegard,M. F. Wolf,3 de agosto de 1918,Observatorio de Heidelberg-Königstuhl
898,899,Jokaste,M. F. Wolf,3 de agosto de 1918,Observatorio de Heidelberg-Königstuhl
899,900,Rosalinde,M. F. Wolf,10 de agosto de 1918,Observatorio de Heidelberg-Königstuhl
900,901,Brunsia,M. F. Wolf,30 de agosto de 1918,Observatorio de Heidelberg-Königstuhl
901,902,Probitas,J. Palisa,3 de septiembre de 1918,Observatorio de Viena
902,903,Nealley,J. Palisa,13 de septiembre de 1918,Observatorio de Viena
903,904,Rockefellia,M. F. Wolf,29 de octubre de 1918,Observatorio de Heidelberg-Königstuhl
904,905,Universitas,F. K. A. Schwassmann,30 de octubre de 1918,Observatorio de Hamburgo-Bergedorf
905,906,Repsolda,F. K. A. Schwassmann,30 de octubre de 1918,Observatorio de Hamburgo-Bergedorf
906,907,Rhoda,M. F. Wolf,12 de noviembre de 1918,Observatorio de Heidelberg-Königstuhl
907,908,Buda,M. F. Wolf,30 de noviembre de 1918,Observatorio de Heidelberg-Königstuhl
908,909,Ulla,K. W. Reinmuth,7 de febrero de 1919,Observatorio de Heidelberg-Königstuhl
909,910,Anneliese,K. W. Reinmuth,1 de marzo de 1919,Observatorio de Heidelberg-Königstuhl
910,911,Agamemnon,K. W. Reinmuth,19 de marzo de 1919,Observatorio de Heidelberg-Königstuhl
911,912,Maritima,F. K. A. Schwassmann,27 de abril de 1919,Observatorio de Hamburgo-Bergedorf
912,913,Otila,K. W. Reinmuth,19 de mayo de 1919,Observatorio de Heidelberg-Königstuhl
913,914,Palisana,M. F. Wolf,4 de julio de 1919,Observatorio de Heidelberg-Königstuhl
914,915,Cosette,F. Gonnessiat,14 de diciembre de 1918,Observatorio de Argel-Bouzaréah
915,916,America,G. N. Neúimin,7 de agosto de 1915,Observatorio de Simeiz
916,917,Lyka,G. N. Neúimin,5 de septiembre de 1915,Observatorio de Simeiz
917,918,Itha,K. W. Reinmuth,22 de agosto de 1919,Observatorio de Heidelberg-Königstuhl
918,919,Ilsebill,M. F. Wolf,30 de octubre de 1918,Observatorio de Heidelberg-Königstuhl
919,920,Rogeria,K. W. Reinmuth,1 de septiembre de 1919,Observatorio de Heidelberg-Königstuhl
920,921,Jovita,K. W. Reinmuth,4 de septiembre de 1919,Observatorio de Heidelberg-Königstuhl
921,922,Schlutia,K. W. Reinmuth,18 de septiembre de 1919,Observatorio de Heidelberg-Königstuhl
922,923,Herluga,K. W. Reinmuth,30 de septiembre de 1919,Observatorio de Heidelberg-Königstuhl
923,924,Toni,K. W. Reinmuth,20 de octubre de 1919,Observatorio de Heidelberg-Königstuhl
924,925,Alphonsina,J. Comas y Solá,13 de enero de 1920,"Observatorio Fabra, Barcelona"
925,926,Imhilde,K. W. Reinmuth,15 de febrero de 1920,Observatorio de Heidelberg-Königstuhl
926,927,Ratisbona,M. F. Wolf,16 de febrero de 1920,Observatorio de Heidelberg-Königstuhl
927,928,Hildrun,K. W. Reinmuth,23 de febrero de 1920,Observatorio de Heidelberg-Königstuhl
928,929,Algunde,K. W. Reinmuth,10 de marzo de 1920,Observatorio de Heidelberg-Königstuhl
929,930,Westphalia,W. H. W. Baade,10 de marzo de 1920,Observatorio de Hamburgo-Bergedorf
930,931,Whittemora,F. Gonnessiat,19 de marzo de 1920,Observatorio de Argel-Bouzaréah
931,932,Hooveria,J. Palisa,23 de marzo de 1920,Observatorio de Viena
932,933,Susi,K. W. Reinmuth,10 de febrero de 1927,Observatorio de Heidelberg-Königstuhl
933,934,Thüringia,W. H. W. Baade,15 de agosto de 1920,Observatorio de Hamburgo-Bergedorf
934,935,Clivia,K. W. Reinmuth,7 de septiembre de 1920,Observatorio de Heidelberg-Königstuhl
935,936,Kunigunde,K. W. Reinmuth,8 de septiembre de 1920,Observatorio de Heidelberg-Königstuhl
936,937,Bethgea,K. W. Reinmuth,12 de septiembre de 1920,Observatorio de Heidelberg-Königstuhl
937,938,Chlosinde,K. W. Reinmuth,9 de septiembre de 1920,Observatorio de Heidelberg-Königstuhl
938,939,Isberga,K. W. Reinmuth,4 de octubre de 1920,Observatorio de Heidelberg-Königstuhl
939,940,Kordula,K. W. Reinmuth,10 de octubre de 1920,Observatorio de Heidelberg-Königstuhl
940,941,Murray,J. Palisa,10 de octubre de 1920,Observatorio de Viena
941,942,Romilda,K. W. Reinmuth,11 de octubre de 1920,Observatorio de Heidelberg-Königstuhl
942,943,Begonia,K. W. Reinmuth,20 de octubre de 1920,Observatorio de Heidelberg-Königstuhl
943,944,Hidalgo,W. H. W. Baade,31 de octubre de 1920,Observatorio de Hamburgo-Bergedorf
944,945,Barcelona,J. Comas y Solá,3 de febrero de 1921,"Observatorio Fabra, Barcelona"
945,946,Poësia,M. F. Wolf,11 de febrero de 1921,Observatorio de Heidelberg-Königstuhl
946,947,Monterosa,F. K. A. Schwassmann,8 de febrero de 1921,Observatorio de Hamburgo-Bergedorf
947,948,Jucunda,K. W. Reinmuth,3 de marzo de 1921,Observatorio de Heidelberg-Königstuhl
948,949,Hel,M. F. Wolf,11 de marzo de 1921,Observatorio de Heidelberg-Königstuhl
949,950,Ahrensa,K. W. Reinmuth,1 de abril de 1921,Observatorio de Heidelberg-Königstuhl
950,951,Gaspra,G. N. Neúimin,30 de julio de 1916,Observatorio de Simeiz
951,952,Caia,G. N. Neúimin,27 de octubre de 1916,Observatorio de Simeiz
952,953,Painleva,B. P. Jekhowsky,29 de abril de 1921,Observatorio de Argel-Bouzaréah
953,954,Li,K. W. Reinmuth,4 de agosto de 1921,Observatorio de Heidelberg-Königstuhl
954,955,Alstede,K. W. Reinmuth,5 de agosto de 1921,Observatorio de Heidelberg-Königstuhl
955,956,Elisa,K. W. Reinmuth,8 de agosto de 1921,Observatorio de Heidelberg-Königstuhl
956,957,Camelia,K. W. Reinmuth,7 de septiembre de 1921,Observatorio de Heidelberg-Königstuhl
957,958,Asplinda,K. W. Reinmuth,28 de septiembre de 1921,Observatorio de Heidelberg-Königstuhl
958,959,Arne,K. W. Reinmuth,30 de septiembre de 1921,Observatorio de Heidelberg-Königstuhl
959,960,Birgit,K. W. Reinmuth,1 de octubre de 1921,Observatorio de Heidelberg-Königstuhl
960,961,Gunnie,K. W. Reinmuth,10 de octubre de 1921,Observatorio de Heidelberg-Königstuhl
961,962,Aslög,K. W. Reinmuth,25 de octubre de 1921,Observatorio de Heidelberg-Königstuhl
962,963,Iduberga,K. W. Reinmuth,26 de octubre de 1921,Observatorio de Heidelberg-Königstuhl
963,964,Subamara,J. Palisa,27 de octubre de 1921,Observatorio de Viena
964,965,Angelica,J. F. Hartmann,4 de noviembre de 1921,Obs. Astronómico de La Plata
965,966,Muschi,W. H. W. Baade,9 de noviembre de 1921,Observatorio de Hamburgo-Bergedorf
966,967,Helionape,W. H. W. Baade,9 de noviembre de 1921,Observatorio de Hamburgo-Bergedorf
967,968,Petunia,K. W. Reinmuth,24 de noviembre de 1921,Observatorio de Heidelberg-Königstuhl
968,969,Leocadia,S. I. Beliavski,5 de noviembre de 1921,Observatorio de Simeiz
969,970,Primula,K. W. Reinmuth,29 de noviembre de 1921,Observatorio de Heidelberg-Königstuhl
970,971,Alsatia,A. Schaumasse,23 de noviembre de 1921,Observatorio de Niza
971,972,Cohnia,M. F. Wolf,18 de enero de 1922,Observatorio de Heidelberg-Königstuhl
972,973,Aralia,K. W. Reinmuth,18 de marzo de 1922,Observatorio de Heidelberg-Königstuhl
973,974,Lioba,K. W. Reinmuth,18 de marzo de 1922,Observatorio de Heidelberg-Königstuhl
974,975,Perseverantia,J. Palisa,27 de marzo de 1922,Observatorio de Viena
975,976,Benjamina,B. P. Jekhowsky,27 de marzo de 1922,Observatorio de Argel-Bouzaréah
976,977,Philippa,B. P. Jekhowsky,6 de abril de 1922,Observatorio de Argel-Bouzaréah
977,978,Aidamina,S. I. Beliavski,18 de mayo de 1922,Observatorio de Simeiz
978,979,Ilsewa,K. W. Reinmuth,29 de junio de 1922,Observatorio de Heidelberg-Königstuhl
979,980,Anacostia,G. H. Peters,21 de noviembre de 1921,Obs. Naval de los Estados Unidos
980,981,Martina,S. I. Beliavski,23 de septiembre de 1917,Observatorio de Simeiz
981,982,Franklina,H. E. Wood,21 de mayo de 1922,"Observatorio Union, Johannesburgo"
982,983,Gunila,K. W. Reinmuth,30 de julio de 1922,Observatorio de Heidelberg-Königstuhl
983,984,Gretia,K. W. Reinmuth,27 de agosto de 1922,Observatorio de Heidelberg-Königstuhl
984,985,Rosina,K. W. Reinmuth,14 de octubre de 1922,Observatorio de Heidelberg-Königstuhl
985,986,Amelia,J. Comas y Solá,19 de octubre de 1922,"Observatorio Fabra, Barcelona"
986,987,Wallia,K. W. Reinmuth,23 de octubre de 1922,Observatorio de Heidelberg-Königstuhl
987,988,Appella,B. P. Jekhowsky,10 de noviembre de 1922,Observatorio de Argel-Bouzaréah
988,989,Schwassmannia,F. K. A. Schwassmann,18 de noviembre de 1922,Observatorio de Hamburgo-Bergedorf
989,990,Yerkes,G. A. van Biesbroeck,23 de noviembre de 1922,"Observatorio Yerkes, Williams Bay"
990,991,McDonalda,O. Struve,24 de octubre de 1922,"Observatorio Yerkes, Williams Bay"
991,992,Swasey,O. Struve,14 de noviembre de 1922,"Observatorio Yerkes, Williams Bay"
992,993,Moultona,G. A. van Biesbroeck,12 de enero de 1923,"Observatorio Yerkes, Williams Bay"
993,994,Otthild,K. W. Reinmuth,18 de marzo de 1923,Observatorio de Heidelberg-Königstuhl
994,995,Sternberga,S. I. Beliavski,8 de junio de 1923,Observatorio de Simeiz
995,996,Hilaritas,J. Palisa,21 de marzo de 1923,Observatorio de Viena
996,997,Priska,K. W. Reinmuth,12 de julio de 1923,Observatorio de Heidelberg-Königstuhl
997,998,Bodea,K. W. Reinmuth,6 de agosto de 1923,Observatorio de Heidelberg-Königstuhl
998,999,Zachia,K. W. Reinmuth,9 de agosto de 1923,Observatorio de Heidelberg-Königstuhl
